2	1
3	2
4	1
9	1
10	1
11	3
12	1
15	3
18	3
19	1
20	3
21	2
22	2
24	1
25	2
26	4
27	3
28	2
29	3
30	1
32	3
33	1
34	1
35	3
36	2
37	5
39	3
40	5
41	2
43	1
44	4
45	2
46	2
47	2
48	9
49	4
50	3
51	3
52	5
53	6
54	2
55	4
56	3
57	3
58	4
59	3
60	3
61	4
62	8
63	4
64	6
65	2
66	2
67	2
68	3
69	4
70	6
71	3
72	2
73	1
74	2
75	3
76	7
77	8
78	2
79	3
80	3
81	6
82	5
83	7
84	2
85	3
86	2
87	6
88	4
89	4
90	1
91	4
92	4
93	1
94	6
95	4
96	6
97	8
98	3
99	5
100	3
101	5
102	1
103	4
104	3
105	4
106	4
107	5
108	6
109	4
110	2
111	6
112	8
113	5
114	5
115	8
116	6
117	4
118	4
119	6
120	7
121	5
122	3
123	2
124	6
125	2
126	10
127	4
128	4
129	6
130	5
131	6
132	5
133	5
134	7
135	4
136	2
137	1
138	4
139	3
140	7
141	7
142	5
143	3
144	3
145	2
146	4
147	4
148	4
149	6
150	5
151	6
152	4
153	11
154	7
155	5
156	10
157	7
158	3
159	3
160	5
162	5
163	2
164	7
166	8
167	5
168	9
169	5
170	6
171	5
172	5
173	3
174	3
175	3
176	6
177	7
178	4
179	6
180	2
181	12
182	2
183	10
184	7
185	5
186	4
187	4
188	9
189	4
190	3
191	5
192	10
193	5
194	7
195	3
196	1
197	6
198	5
199	9
200	4
201	5
202	8
203	14
204	3
205	3
206	3
207	4
208	8
209	5
210	5
211	5
212	4
213	5
214	8
215	9
216	6
217	5
218	7
219	9
220	3
221	9
222	5
223	5
224	6
225	5
226	2
227	9
228	2
229	5
230	5
231	10
232	7
233	7
234	2
235	7
236	12
237	7
238	11
239	7
240	7
241	8
242	8
243	2
244	11
245	7
246	4
247	7
248	6
249	6
250	8
251	4
252	2
253	7
254	5
255	7
256	4
257	4
258	6
259	8
260	3
261	8
262	3
263	4
264	12
265	3
266	5
267	8
268	6
269	6
270	4
271	8
272	1
273	4
274	4
275	4
276	7
277	7
278	7
279	5
280	7
281	5
282	4
283	6
284	4
285	12
286	11
287	6
288	7
289	6
290	7
291	6
292	7
293	12
294	5
295	6
296	5
297	5
298	5
299	3
300	2
301	3
302	5
303	5
304	9
305	7
306	5
307	1
308	5
309	5
310	8
311	6
312	6
313	10
314	2
315	6
316	4
317	4
318	5
319	8
320	8
321	7
322	8
323	7
324	4
325	3
326	6
327	7
328	1
329	9
330	8
331	6
332	7
333	9
334	2
335	9
336	8
337	8
338	6
339	4
340	5
341	12
342	9
343	5
344	4
345	7
346	6
347	3
348	8
349	3
350	6
351	7
352	5
353	7
354	7
355	8
356	3
357	11
358	10
359	5
360	6
361	4
362	8
363	4
364	5
365	2
366	7
367	7
368	7
369	8
370	6
371	11
372	9
373	4
374	5
375	6
376	5
377	12
378	8
379	5
380	4
381	3
382	14
383	7
384	7
385	3
386	10
387	7
388	3
389	2
390	7
391	3
392	7
393	3
394	8
395	2
396	7
397	6
398	9
399	2
400	5
401	7
402	7
403	5
404	7
405	15
406	13
407	6
408	7
409	4
410	7
411	4
412	1
413	7
414	8
415	3
416	4
417	5
418	10
419	3
420	8
421	8
422	10
423	6
424	7
425	9
426	6
427	5
428	6
429	3
430	3
431	10
432	6
433	7
434	9
435	5
436	7
437	5
438	5
439	5
440	6
441	8
442	7
443	7
444	2
445	2
446	5
447	10
448	3
449	6
450	3
451	9
452	9
453	10
454	9
455	7
456	4
457	3
458	12
459	4
460	9
461	6
462	8
463	2
464	6
465	7
466	8
467	4
468	8
469	6
470	10
471	4
472	7
473	8
474	4
475	5
476	9
477	4
478	12
479	7
480	3
481	4
482	4
483	5
484	4
485	4
486	5
487	10
488	12
489	7
490	8
491	4
492	3
493	4
494	5
495	6
496	7
497	6
498	5
499	10
500	2
501	7
502	6
503	10
504	6
505	6
506	5
507	5
508	5
509	10
510	9
511	5
512	4
513	5
514	5
515	7
516	5
517	3
518	8
519	4
520	5
521	6
522	2
523	7
524	8
525	8
526	6
527	5
528	11
529	3
530	6
531	5
532	6
533	4
534	3
535	7
536	8
537	4
538	7
539	8
540	11
541	6
542	6
543	1
544	7
545	6
546	9
547	6
549	7
550	5
551	6
552	5
553	3
554	6
555	11
556	5
557	9
558	8
559	12
560	8
561	10
562	8
563	7
564	6
565	8
566	8
567	9
568	8
569	5
570	4
571	4
572	5
573	7
574	7
575	3
576	5
577	8
578	9
579	6
580	6
581	4
582	4
583	9
584	9
585	7
586	3
587	8
588	8
589	6
590	11
591	4
592	5
593	3
594	5
595	2
596	6
597	8
598	5
599	7
600	5
601	10
602	7
603	4
604	6
605	7
606	3
607	6
608	7
609	9
610	3
611	10
612	4
613	13
614	5
615	6
616	4
617	4
618	2
619	9
620	6
621	11
622	5
623	4
624	8
625	4
626	6
627	5
628	3
629	11
630	4
631	5
632	5
633	15
634	5
635	6
636	8
637	5
638	4
639	7
640	8
641	8
642	4
643	8
644	9
645	6
646	9
647	7
648	3
649	7
650	5
651	2
652	10
653	1
654	9
655	7
656	5
657	7
658	4
659	6
660	7
661	7
662	5
663	9
664	2
665	6
666	4
667	6
668	10
669	8
670	6
671	5
672	7
673	9
674	4
675	4
676	4
677	6
678	5
679	5
680	4
681	3
682	3
683	9
684	5
685	3
686	4
687	2
688	5
689	7
690	5
691	2
692	4
693	5
694	3
695	2
696	3
697	7
698	6
699	4
700	7
701	5
702	2
703	8
704	3
705	6
706	2
707	3
708	3
709	4
710	4
711	5
712	3
713	3
714	2
715	5
716	3
717	5
718	6
719	3
720	6
721	4
722	5
723	5
724	4
725	8
726	3
727	6
728	4
729	1
730	9
731	5
732	4
733	3
734	2
735	3
736	1
737	2
738	8
739	4
740	10
741	3
742	4
743	5
744	3
745	2
746	1
747	6
748	10
749	4
750	8
751	5
752	2
753	4
754	6
755	1
756	5
757	7
758	2
759	8
760	4
761	5
762	3
763	6
764	4
765	3
766	1
767	3
768	7
769	7
770	4
771	4
772	2
773	3
774	6
775	4
776	5
777	3
778	2
779	10
780	5
781	2
782	7
783	4
784	5
785	3
786	1
787	6
788	6
789	3
790	4
791	4
792	7
793	4
794	5
795	3
796	6
797	6
798	4
799	3
800	2
801	9
802	6
803	5
804	4
805	3
806	8
807	4
808	5
809	6
810	7
811	4
812	5
813	6
814	7
815	4
816	2
817	5
818	8
819	5
820	8
821	7
822	9
823	6
824	3
825	7
826	4
827	2
828	2
829	5
830	5
831	6
832	6
833	9
834	5
835	5
836	5
837	9
838	4
839	10
840	2
841	6
842	3
843	4
844	4
845	4
846	6
847	5
848	3
849	8
850	2
851	2
852	4
853	11
854	8
855	2
856	5
857	6
858	4
859	5
860	7
861	5
862	7
863	6
864	6
865	4
866	5
867	1
868	6
869	5
870	4
871	3
872	3
873	2
874	2
875	4
876	3
877	3
878	4
879	7
880	4
881	2
882	2
883	4
884	8
885	6
886	5
887	4
888	2
889	1
890	2
891	2
892	5
893	3
894	4
895	1
896	6
897	3
898	3
899	4
901	4
902	4
903	4
904	2
905	3
906	3
907	2
908	1
909	2
910	5
911	5
912	5
913	6
914	3
915	5
916	2
917	2
918	2
919	4
920	2
921	1
922	6
923	1
924	3
925	3
926	1
927	3
928	4
929	7
930	7
931	6
932	2
933	4
934	1
935	4
936	5
937	1
938	5
939	1
940	2
941	4
942	3
943	2
944	2
945	1
946	1
947	2
948	1
949	4
950	5
951	1
952	3
953	3
954	2
957	1
958	3
959	2
960	3
961	1
962	3
963	3
964	2
965	2
966	2
967	2
968	2
969	1
970	3
972	2
973	4
974	3
975	2
976	4
978	1
980	4
981	1
983	3
984	4
985	3
986	3
987	1
988	5
989	3
991	1
992	3
993	3
995	4
996	1
997	1
998	4
999	2
